job_name,company_add,month,salary_min,salary_max,record,company_name,company_type,scope,tag,welfare
渗透测试,上海,1,20000,40000,本科,德邦,物流/仓储,10000人以上,测试，渗透测试，安全测试，信息安全,零食下午茶，食宿补贴，五险一金，节日福利，包吃，餐补，高温补贴，全勤奖，加班补助，话费补贴，免费班车，年终奖，带薪年假，住房补贴，股票期权，员工旅游，交通补助，通讯补贴，补充医疗保险，定期体检
渗透测试,重庆,4,10000,15000,学历不限,家和集团,游戏,0-20人,网络安全，渗透测试,无
渗透测试,昆明,5,17000,30000,学历不限,法金社,信息安全,0-20人,渗透测试，移动端测试,无
渗透测试,重庆,3,12000,24000,学历不限,重庆达易安科技有...,企业服务,20-99人,漏洞挖掘，信息安全，数据安全，渗透测试,无
网络安全工程师（渗透测试）,贵阳,4,6000,11000,本科,贵州亨达集团,信息安全,20-99人,安全测试，Python，Java，Linux，AWVS，Nessus,补充医疗保险，带薪年假，年终奖，五险一金，员工旅游
渗透测试,广州,4,15000,20000,学历不限,梆梆安全,移动互联网,500-999人,信息安全认证，运维通信资格证书，CCNP证书，逆向分析，漏洞挖掘，渗透测试,员工旅游，五险一金，补充医疗保险，通讯补贴，年终奖，餐补，工作居住证，带薪年假，节日福利，股票期权
web渗透测试,南宁,4,24000,45000,大专,华信铭杨,游戏,20-99人,安全测试，Python，Java，PHP，逆向分析，信息安全，代码审计,带薪年假，五险一金，年终奖，节日福利，零食下午茶，全勤奖
渗透测试,北京,4,11000,17000,大专,国舜股份,信息安全,100-499人,Java，代码审计，渗透测试，漏洞挖掘,带薪年假，交通补助，加班补助，年终奖，通讯补贴，五险一金，餐补，节日福利
信息安全工程师,贵阳,2,7000,12000,本科,远江盛邦,计算机软件,500-999人,渗透测试，安全测试,餐补，加班补助，员工旅游，定期体检，节日福利，住房补贴，带薪年假，股票期权，交通补助，五险一金，年终奖，通讯补贴，补充医疗保险，零食下午茶
渗透测试,北京,4,10000,13000,大专,启明星辰,信息安全,1000-9999人,安全测试，web端测试,定期体检，员工旅游，补充医疗保险，年终奖，通讯补贴，交通补助，餐补，免费班车，五险一金，节日福利，带薪年假
WEB渗透测试工程师,北京,2,5000,10000,本科,中国电力科学研究...,电力/热力/燃气/水利,1000-9999人,测试工程师，渗透测试，网络协议，网络安全，接口测试，通信测试，信息安全测试,节日福利，通讯补贴，带薪年假，年终奖，定期体检，五险一金，免费班车，餐补，交通补助
WEB安全工程师,杭州,12,12000,24000,本科,招银网络科技,计算机软件,1000-9999人,运维，安全运维，网络运维,通讯补贴，年终奖，五险一金，带薪年假，定期体检，住房补贴，餐补，节日福利，补充医疗保险
web渗透工程师,郑州,8,7000,10000,大专,天泰网安,信息安全,20-99人,网络安全，渗透测试，漏洞扫描，安全巡检，安全加固,年终奖，定期体检，五险一金，全勤奖，带薪年假
网络安全服务工程师,贵阳,5,4000,5000,本科,云上广济,信息安全,100-499人,Linux，Windows,加班补助，住房补贴，通讯补贴，补充医疗保险，年终奖，餐补，定期体检，五险一金，带薪年假，员工旅游，节日福利，零食下午茶，交通补助
WEB安全渗透专家,上海,3,20000,40000,本科,高顿教育集团,在线教育,1000-9999人,安全，渗透，入侵检测,节日福利，股票期权，包吃，定期体检，员工旅游，带薪年假，年终奖，餐补，五险一金，零食下午茶
渗透测试,北京,3,11000,22000,本科,华为,计算机软件,10000人以上,安全测试，渗透测试,补充医疗保险，交通补助，免费班车，加班补助，股票期权，年终奖，员工旅游，带薪年假，零食下午茶，节日福利，宵夜，定期体检，五险一金
WEB安全渗透专家,上海,3,20000,40000,本科,高顿教育集团,在线教育,1000-9999人,安全，渗透，入侵检测,节日福利，股票期权，包吃，定期体检，员工旅游，带薪年假，年终奖，餐补，五险一金，零食下午茶
渗透测试,北京,3,11000,22000,本科,华为,计算机软件,10000人以上,安全测试，渗透测试,补充医疗保险，交通补助，免费班车，加班补助，股票期权，年终奖，员工旅游，带薪年假，零食下午茶，节日福利，宵夜，定期体检，五险一金
渗透测试,成都,4,14000,28000,大专,云图信安,信息安全,20-99人,信息安全，渗透测试，Python，Java，C/C++，Shell，SQL,五险一金，年终奖，定期体检，住房公积金，带薪年假，零食下午茶，员工旅游，节日福利
Web安全研究员,杭州,7,15000,30000,学历不限,安信检测,信息安全,100-499人,渗透测试，安全测试，web端测试,零食下午茶，通讯补贴，定期体检，交通补助，五险一金，餐补，年终奖，带薪年假，节日福利，员工旅游
渗透测试,北京,5,13000,18000,大专,中科全安,信息安全,20-99人,信息安全，渗透测试，安全设备,交通补助，餐补，五险一金
WEB安全研究员,北京,7,15000,30000,本科,中电科网安院,计算机软件,500-999人,Python，Java，网络安全，漏洞挖掘，web安全，渗透测试，系统安全,通讯补贴，交通补助，餐补，零食下午茶，节日福利，年终奖，带薪高温假，带薪年假，定期体检，五险一金
Web安全工程师,北京,4,20000,40000,本科,龙湖集团,工程施工,10000人以上,漏洞挖掘，代码审计，渗透测试,节日福利，定期体检，补充医疗保险，交通补助，通讯补贴，五险一金，年终奖，员工旅游，带薪年假
渗透测试实习生,贵阳,4,3000,4000,本科,安恒信息,信息安全,1000-9999人,安全测试，SQL,零食下午茶，通讯补贴，员工旅游，交通补助，餐补，年终奖，节日福利，带薪年假，补充医疗保险，定期体检，五险一金
资深web安全工程师,杭州,4,17000,30000,本科,同盾科技,互联网,1000-9999人,Python，Redis，代码审计，渗透测试，Linux，Java，安全设备，漏洞挖掘,带薪年假，加班补助，股票期权，补充医疗保险，定期体检，五险一金，年终奖，节日福利
渗透测试,杭州,3,10000,15000,大专,漠坦尼,信息安全,100-499人,渗透测试，信息安全，漏洞原理,餐补，调薪制度，带薪年假，年终奖，节日福利，五险一金，朝九晚五，定期体检，周末双休
WEB安全工程师(WEB攻防方向),北京,4,18000,35000,本科,360集团,互联网,1000-9999人,安全运维,通讯补贴，免费班车，餐补，交通补助
高级web安全工程师,南京,2,15000,30000,本科,网宿科技,互联网,1000-9999人,运维，安全运维，Web端，Python，Java，网络安全,员工旅游，年终奖，餐补，补充医疗保险，通讯补贴，免费班车，全勤奖，五险一金，节日福利，带薪年假，定期体检，加班补助，股票期权
资深安全研究工程师-渗透测试方向,深圳,4,30000,50000,本科,Shopee,电子商务,1000-9999人,测试，渗透测试，OWASP，漏洞挖掘,五险一金，带薪年假，定期体检，补充医疗保险，零食下午茶
Web安全工程师,广州,3,20000,40000,本科,山石网科,信息安全,1000-9999人,Web安全，信息安全，网络安全,年终奖，定期体检，带薪年假，五险一金，员工旅游，节日福利，补充医疗保险
渗透测试安全工程师,北京,7,30000,60000,本科,巨量引擎,广告营销,10000人以上,渗透测试，安全测试，Python，Go，Linux,五险一金，定期体检，补充医疗保险
渗透测试项目主管,北京,3,15000,18000,本科,安信天行,信息安全,500-999人,渗透测试，网络安全，Nmap，BurpSuite，MSF，应急响应，红蓝对抗,补充医疗保险，定期体检，加班补助，节日福利，餐补，年终奖，五险一金，通讯补贴，交通补助，员工旅游，带薪年假
资深安全专家-渗透测试,上海,4,45000,75000,本科,NIO蔚来,汽车生产,1000-9999人,信息安全，渗透测试,补充医疗保险，股票期权，免费班车，交通补助，包吃，五险一金，带薪年假，通讯补贴，定期体检，年终奖
渗透测试高级工程师,成都,4,10000,15000,本科,佳华物链云科技,计算机软件,500-999人,内网渗透，外网渗透，信息安全，MSF，渗透测试，红队,餐补，零食下午茶，五险一金，年终奖，加班补助，带薪年假，节日福利，定期体检
渗透测试,兰州,12,8000,10000,学历不限,天融信,信息安全,1000-9999人,渗透测试，网络安全，Python，网络协议，安全测试，黑盒测试,定期体检，春节11天假，年终奖，五险一金，交通补助，带薪病假5天，通讯补贴，带薪年假，补充医疗保险，股票期权，餐补，节日福利
渗透测试,西安,4,8000,13000,大专,四叶草安全,信息安全,100-499人,渗透测试，漏洞挖掘，代码审计，逆向分析，全职兼职均可，信息安全认证，信息安全，病毒分析,通讯补贴，年终奖，餐补，股票期权，五险一金，带薪年假，交通补助，补充医疗保险，定期体检，全勤奖，员工旅游，节日福利，零食下午茶，住房补贴
渗透测试安全顾问（ETAS）,上海,4,20000,30000,本科,博世中国,汽车生产,10000人以上,信息安全，C，Python，汽车电子，加密，ECU，渗透，Java,免费班车，交通补助，补充医疗保险，年终奖，节日福利，餐补，带薪年假，补充公积金，五险一金，通讯补贴，员工旅游
信息安全工程师（渗透测试）,广州,4,20000,30000,本科,唯品会,互联网,10000人以上,信息安全，网络安全,股票期权，免费班车，补充医疗保险，交通补助，五险一金，通讯补贴，员工旅游，节日福利，包吃，全勤奖，带薪年假，定期体检，住房补贴，年终奖
渗透测试专家,深圳,3,30000,35000,本科,顺丰科技,互联网,1000-9999人,网络安全，测试，渗透测试,免费班车，定期体检，包吃，员工旅游，带薪年假，通讯补贴，年终奖，交通补助，五险一金，节日福利，零食下午茶，股票期权，餐补，加班补助
网络安全服务工程师,昆明,4,8000,13000,本科,云思科技,信息安全,100-499人,信息安全，安全设备，Linux，信息安全认证，CCNP证书，漏洞挖掘，渗透测试，数据安全,零食下午茶，员工旅游，餐补，五险一金，全勤奖，季度生活用品，带薪年假，定期体检，补充医疗保险，节日福利，年终奖
网络安全服务工程师,郑州,3,7000,12000,本科,河南科来,信息安全,20-99人,计算机软件，IT服务，信息安全，数据安全，大数据，网络设备，技术支持，计算机硬件,员工旅游，五险一金，补充医疗保险，年终奖
信息安全 渗透测试 专挖内网漏洞加打比赛,南京,4,14000,26000,学历不限,南京哮天机器人有...,计算机软件,20-99人,安全测试，web端测试，网络安全,无
渗透测试,北京,4,8000,10000,学历不限,名世信息,互联网,20-99人,漏洞挖掘，渗透测试，病毒分析,年终奖，交通补助，通讯补贴，带薪年假，五险一金，员工旅游，全勤奖，股票期权
web渗透工程师,盐城,3,30000,60000,学历不限,讯淘网络,通信/网络设备,0-20人,漏洞挖掘，外网渗透，黑盒，shell，网络攻防，黑帽子，渗透,员工旅游，通讯补贴，加班补助，带薪年假，全勤奖，节日福利
WEB渗透测试专家,广州,12,15000,20000,本科,睿和安全,信息安全,0-20人,网络安全，渗透测试，安全测试，白盒测试，web渗透测试，ｏｗａｓｐ，ｃｎｖｄ,餐补，五险一金，交通补助，员工旅游，年终奖，定期体检，通讯补贴，带薪年假
Web安全工程师,北京,1,25000,40000,本科,北京字节跳动,移动互联网,10000人以上,Web端，渗透测试，Web安全,五险一金，包吃，零食下午茶，年终奖，交通补助，餐补，股票期权，六险一金，住房补贴，通讯补贴，带薪年假，加班补助，节日福利，定期体检，补充医疗保险
渗透测试工程师,贵阳,12,5000,10000,大专,爱加密,移动互联网,100-499人,网络安全,节日福利，全勤奖，带薪年假，定期体检，年终奖，零食下午茶，五险一金，交通补助，加班补助
安全攻防（App、Web渗透测试方向）,北京,4,15000,26000,本科,北银金科,互联网,100-499人,APP，web，漏洞挖掘,五险一金，交通补助，节日福利，定期体检，员工旅游，包吃，通讯补贴，年终奖，加班补助，零食下午茶
网络安全服务工程师,苏州,2,8000,12000,大专,江苏天创科技,计算机软件,100-499人,Web安全，网络安全，信息安全,通讯补贴，节日福利，五险一金，全勤奖，带薪年假，定期体检，餐补
渗透测试,深圳,4,20000,40000,本科,华为技术有限公司,计算机软件,10000人以上,渗透测试，Java，信息安全认证，信息安全,免费班车，定期体检，年终奖，补充医疗保险，节日福利，餐补，带薪年假，离职补偿，加班补助，交通补助，五险一金，零食下午茶，员工旅游
渗透测试,西安,1,14000,19000,本科,西安华为,通信/网络设备,10000人以上,网络安全，安全测试，Java，Python，C/C++，Linux，BurpSuite，Nmap,年终奖，免费班车，加班补助，员工旅游，定期体检，补充医疗保险，交通补助，股票期权，带薪年假，五险一金，餐补
网络安全服务工程师,北京,1,10000,15000,本科,中铁信息,互联网,1000-9999人,运维，安全运维,补充医疗保险，带薪年假，定期体检，加班补助，年终奖，五险一金，通讯补贴，交通补助，包吃，餐补
网络安全服务工程师,石家,3,3000,8000,本科,河北盛安网络,信息安全,20-99人,漏洞挖掘，渗透测试，信息安全,五险一金，通讯补贴，年终奖，餐补，员工旅游，带薪年假，补充医疗保险，定期体检，提供住宿，加班补助，全勤奖，交通补助，节日福利
web渗透测试工程师,北京,4,20000,30000,大专,国汽智联CICV,移动互联网,100-499人,渗透测试,五险一金，节日福利，北京户口，年终奖，零食下午茶，股票期权，定期体检，补充医疗保险，带薪年假
渗透测试,上海,3,8000,13000,大专,上海匡创,移动互联网,100-499人,网络安全，信息安全,节日福利，股票期权，全勤奖，五险一金，带薪年假，年终奖，交通补助，员工旅游
安全工程师 - web渗透测试方向,北京,4,26000,50000,本科,云账户,移动互联网,100-499人,安全运维，自动化运维，Python，Java，网络安全,补充医疗保险，住房补贴，五险一金，带薪年假，年终奖，定期体检，股票期权
web安全渗透测试讲师,郑州,5,10000,15000,大专,黑马猿教育,信息安全,0-20人,web测试，渗透测试,全勤奖，定期体检，补充医疗保险，加班补助，五险一金
高级信息安全工程师（渗透测试方向）,深圳,2,20000,30000,大专,纵腾,互联网,1000-9999人,渗透测试，web端测试，黑盒测试，安全测试，白盒测试，网络安全，系统安全，信息安全,节日福利，五险一金，加班补助，零食下午茶，全勤奖，带薪年假，年终奖
web渗透测试工程师,济宁,4,8000,13000,学历不限,科诺,计算机服务,20-99人,Java，PHP，web端测试，安全测试,包吃，五险一金，员工旅游
WEB安全工程师,厦门,4,15000,20000,大专,厦门一通灵,计算机软件,0-20人,信息安全，网络安全，漏洞扫描，安全加固，web安全,节日福利，零食下午茶，餐补，年终奖，带薪年假，员工旅游，五险一金，加班补助，股票期权
网络安全渗透测试、WEB安全维护,武汉,5,6000,11000,本科,酷学教育,培训机构,100-499人,安全运维，网络运维，信息安全认证，计算机软件,无
web安全研究员,北京,3,15000,30000,大专,微步在线,信息安全,100-499人,Shell，渗透测试，web，漏洞，攻防,司龄假，节日福利，交通补助，带薪年假，包吃，零食下午茶，定期体检，租房补贴，员工旅游，股票期权，年终奖，餐补，补充医疗保险，五险一金
web安全渗透讲师,长沙,5,15000,20000,大专,马士兵(北京)教...,在线教育,100-499人,Linux，SQL，信息安全认证，渗透测试,五险一金，通讯补贴，节日福利，餐补，年终奖，加班补助，交通补助，零食下午茶，员工旅游，定期体检，带薪年假
Web安全工程师,上海,3,11000,20000,本科,蜚语,信息安全,0-20人,网络安全，安全运维,年终奖，五险一金，带薪年假，定期体检
渗透测试,北京,5,18000,25000,本科,奇安信集团,信息安全,1000-9999人,Linux，Python，Java，渗透测试，信息安全认证，逆向分析，漏洞挖掘，信息安全,节日福利，餐补，通讯补贴，交通补助，补充医疗保险，年终奖，带薪年假，五险一金，股票期权，零食下午茶，定期体检
渗透测试,上海,2,10000,15000,大专,安垚,计算机软件,0-20人,测试，PHP，漏洞,年终奖，零食下午茶，节日福利，加班补助，五险一金，带薪年假
web安全工程师,北京,8,20000,40000,本科,滴滴出行,移动互联网,1000-9999人,web安全，渗透测试，蓝军，红军，攻防对抗,带薪年假，免费班车，节日福利，定期体检，股票期权，交通补助，补充医疗保险，年终奖，零食下午茶，五险一金
渗透测试,天津,4,20000,21000,本科,某大型计算机服务公司,计算机服务,100-499人,安全测试，渗透测试，Nmap，Appscan,无
web安全研究员,成都,11,10000,15000,本科,电科网安,信息安全,20-99人,网络安全，JavaScript，计算机软件，Java，Web端,员工旅游，零食下午茶
web安全研究员,天津,4,30000,40000,本科,先特网络,计算机服务,100-499人,Web安全,定期调薪，绩效奖励，过节礼物，员工旅游，节日福利，带薪年假，定期体检，年终奖，六日双休，五险一金
北京诚聘-web安全学科带头人,北京,11,25000,40000,大专,马哥教育,在线教育,20-99人,网络信息安全，web安全，web渗透，渗透测试,员工旅游，零食下午茶，带薪年假，餐补，全勤奖，加班补助，节日福利，五险，通讯补贴，交通补助
Web安全测试工程师,西安,5,8000,12000,本科,博达,计算机软件,100-499人,Python，渗透测试,年终奖，补充医疗保险，加班补助，员工旅游，定期体检，带薪年假，五险一金，免费班车
渗透测试,北京,4,8000,10000,学历不限,名世信息,互联网,20-99人,漏洞挖掘，渗透测试，病毒分析,年终奖，交通补助，通讯补贴，带薪年假，五险一金，员工旅游，全勤奖，股票期权
web安全工程师,杭州,12,20000,35000,本科,阿里集团,移动互联网,10000人以上,安全测试，网络安全，代码审计，漏洞挖掘,餐补，交通补助，定期体检，五险一金，通讯补贴，补充医疗保险，加班补助，零食下午茶
渗透测试,北京,5,30000,45000,学历不限,矩安科技,互联网,0-20人,Python，Java，网络安全，SQL,五险一金，定期体检，零食下午茶，餐补
web渗透测试工程师,广州,4,6000,8000,大专,广州安亿信,信息安全,20-99人,网络安全，病毒分析，渗透测试,零食下午茶，年终奖，定期体检，带薪年假，员工旅游，五险一金，节日福利
內编非外包-资深测试开发（自动化测试）,上海,4,22000,28000,本科,禾月科技,互联网,500-999人,自动化测试，Python，Shell，Jmeter,年终奖，带薪年假，五险一金，节日福利，加班补助，员工旅游，餐补，定期体检
自动化测试（偏测试开发岗）,北京,5,15000,20000,本科,衡泰软件,计算机软件,1000-9999人,自动化测试，软件测试，Python，Java，Oracle，MySQL，Jmeter,五险一金，餐补，年终奖，股票期权，零食下午茶，员工旅游，定期体检，节日福利，带薪年假，全额公积金
自动化测试（测试开发）,上海,1,20000,30000,本科,bilibili,互联网,1000-9999人,测试，测试工程师，自动化测试，白盒测试,节日福利，全勤奖，带薪年假，餐补，包吃，定期体检，通讯补贴，交通补助，五险一金，员工旅游，年终奖，零食下午茶，股票期权，补充医疗保险
测试开发/自动化测试,厦门,4,12000,24000,本科,准动网络科技,互联网,500-999人,Python，Java，MySQL，压力测试，测试开发，系统测试，自动化测试，高并发,五险一金，年终奖，带薪年假，不考勤
测试开发/自动化测试,广州,3,25000,50000,本科,旗晟智能科技有限公司,互联网,500-999人,自动化测试，Python，Java，C/C++，Jmeter，Selenium，TestNG,股票期权，带薪年假，加班补助，员工旅游，通讯补贴，五险一金，年终奖，交通补助，全勤奖，定期体检，补充医疗保险，餐补
测试开发自动化测试,杭州,3,10000,14000,大专,金天地,互联网,100-499人,自动化测试，Java，Shell，Oracle，技术支持，Bug修复，对接，政务,餐补，交通补助，节日福利，五险一金，年终奖，带薪年假，零食下午茶，员工旅游，补充医疗保险，全勤奖，加班补助
测试开发工程师,北京,7,30000,60000,本科,腾云讯科,移动互联网,1000-9999人,测试开发，测试工程师，自动化测试，软件测试,无
测试开发/自动化测试,深圳,5,12000,20000,本科,中软国际,计算机软件,10000人以上,自动化测试，性能测试，测试开发，银行测试，金融测试，Python，Java，SQL,员工旅游，加班补助，年终奖，定期体检，节日福利，五险一金，带薪年假，零食下午茶，餐补，免费班车
测试开发/自动化测试,上海,1,25000,50000,学历不限,南京国睿信维软件...,计算机软件,500-999人,自动化测试，Python，SQL，Linux,通讯补贴，五险一金，节日福利，定期体检，年终奖，交通补助，餐补，带薪年假
自动化测试/软件测试/测试开发工程师,西安,1,8000,13000,本科,华为,计算机软件,10000人以上,测试开发，接口自动化测试，接口测试，UI自动化测试，Python，Java,五险一金，加班补助，交通补助，年终奖，带薪年假，股票期权，定期体检，免费班车，节日福利，零食下午茶，宵夜，员工旅游，补充医疗保险
自动化测试/测试开发工程师,长沙,9,9000,14000,本科,LANGO,电子/半导体/集成电路,100-499人,测试，测试工程师，自动化测试，软件测试，接口测试，移动端测试，系统测试,定期体检，餐补，五险一金，加班补助，带薪年假，股票期权，员工旅游，节日福利，零食下午茶，年终奖，补充医疗保险
测试经理/测试开发/自动化测试,杭州,5,25000,45000,本科,欧若数网,计算机软件,20-99人,自动化测试，软件测试，系统测试，服务端测试，接口自动化测试，Server端测试，Python，Java,员工旅游，年终奖，股票期权，五险一金，零食下午茶，节日福利，定期体检，餐补，带薪年假，通讯补贴，补充医疗保险
自动化测试/软件测试/测试开发岗,成都,8,8000,13000,本科,汇合发展,企业服务,10000人以上,自动化测试，软件测试，接口自动化测试，UI自动化测试，Selenium，Appium，RobotFramework,定期体检，五险一金，餐补，包吃，年终奖，带薪年假，节日福利
测试开发,深圳,5,18000,35000,本科,OPPO,互联网,10000人以上,Python，Spring，SQL，服务器配置，网络编程,定期体检，股票期权，带薪年假，零食下午茶，年终奖，五险一金
测试开发工程师,杭州,3,15000,20000,本科,龙盈智达,互联网金融,1000-9999人,SQL，HTML，Python，Spring，后端开发，软件工程师，银行，消费金融,补充医疗保险，带薪年假，五险一金，定期体检，节日福利，加班补助
测试开发工程师,杭州,4,11000,16000,本科,海康威视,计算机软件,10000人以上,Java，Python，Spring，Web端，Framework，DBA，前后端分离,交通补助，股票期权，年终奖，定期体检，餐补，通讯补贴，带薪年假，五险一金，补充医疗保险
测试开发专家,北京,5,25000,50000,本科,小米,互联网,10000人以上,Python，全栈开发，架构师,定期体检，12%公积金，节日福利，全勤奖，补充医疗保险，五险一金，带薪年假，年终奖，餐补
测试开发工程师,上海,8,12000,24000,本科,阿里巴巴集团,互联网,10000人以上,企业软件，测试开发，自动化测试,补充医疗保险，节日福利，定期体检，餐补，年终奖，员工旅游，股票期权，交通补助，加班补助，五险一金，带薪年假，免费班车
测试开发工程师,上海,5,12000,18000,本科,轻轻教育,培训机构,1000-9999人,Java，MySQL，Redis，测试开发,五险一金，年终奖，节日福利，带薪年假
性能测试开发工程师,杭州,4,20000,30000,本科,小电科技,互联网,1000-9999人,性能测试，稳定性测试，服务端自动化,零食下午茶，五险一金，带薪年假，补充医疗保险，交通补助，节日福利，年终奖，员工旅游，餐补，股票期权，全勤奖
测试开发工程师,杭州,12,30000,60000,本科,蚂蚁金服,互联网,10000人以上,Java，SQL，SpringMVC，SpringBoot，后端开发，全栈开发,餐补，包吃，股票期权，员工旅游，免费班车，定期体检，节日福利，带薪年假，年终奖，五险一金，补充医疗保险
测试开发专家（工具类，全栈）,上海,4,25000,40000,本科,饿了么,O2O,10000人以上,消息队列，SpringBoot，MySQL，后端开发，全栈开发,节日福利，包吃，带薪年假，年终奖，员工旅游，通讯补贴，补充医疗保险，公司团建，餐补，交通补助，股票期权，五险一金，零食下午茶，定期体检，免费班车
测试开发（Java方向）,厦门,2,10000,15000,本科,4399游戏,游戏,1000-9999人,Java，Python，软件开发，测试开发，app开发经验,零食下午茶，五险一金，免费班车，节日福利，带薪年假，定期体检，补充医疗保险
java-测试开发,北京,5,15000,17000,大专,武汉佰钧成技术,计算机软件,1000-9999人,java，Python，Shell，网络编程，多进程，网络协议，多线程，Spring,六险一金，薪资待遇，带薪年假，商业保险，节日福利，员工福利
广州-测试开发工程师- 质量保障中心,广州,4,15000,30000,本科,网易游戏,游戏,10000人以上,Python，数据结构，后端开发，Java，c++,股票期权，定期体检，节日福利，员工旅游，免费班车，补充医疗保险，餐补，包吃，交通补助，五险一金，带薪年假，年终奖
测试技术专家,杭州,5,25000,40000,本科,小电科技,O2O,10000人以上,自动化测试，Java，服务端测试,补充医疗保险，住房补贴，全勤奖，通讯补贴，节日福利，交通补助，员工旅游，五险一金，带薪年假，餐补，股票期权，定期体检
蚂蚁金服-国际事业群-测试开发,杭州,5,20000,40000,本科,蚂蚁集团,互联网,10000人以上,SQL，微服务架构，数据结构，多线程，Spring，后端开发,无
测试技术专家,杭州,12,28000,35000,本科,蚂蚁金服,移动互联网,1000-9999人,测试开发，服务端测试,节日福利，全勤奖，股票期权，补充医疗保险，员工旅游，年终奖，免费班车，餐补，带薪年假，五险一金，加班补助，包吃
JAVA开发工程师/测试开发工程师,杭州,4,12000,18000,本科,海康威视武汉研发中心,计算机软件,10000人以上,Python，Spring，Redis，NoSQL，MongoDB，全栈开发，java，前端,带薪年假，补充医疗保险，交通补助，节日福利，餐补，通讯补贴，五险一金，年终奖，股票期权，零食下午茶，定期体检
测试开发工程师&amp;自动化测试,上海,5,16000,26000,本科,华为,计算机软件,10000人以上,测试开发，python，java，接口自动化测试，性能测试，接口测试，web端测试，UI自动化测试,五险一金，员工旅游，免费班车，交通补助，补充医疗保险，定期体检，年终奖，带薪年假，加班补助，零食下午茶，节日福利，宵夜，股票期权
测试开发,北京,5,15000,30000,本科,小米,互联网,10000人以上,接口自动化测试，UI自动化测试，移动端测试，服务端测试，Java，Golang，Python,五险一金，餐补，节日福利，全勤奖，12%公积金，定期体检，带薪年假，补充医疗保险，年终奖
测试开发,北京,3,20000,40000,本科,美团,互联网,10000人以上,测试开发，白盒测试，服务端测试，移动端测试，自动化测试,五险一金，通讯补贴，员工旅游，全薪病假，六险一金，定期体检，节日福利，团建，年终奖，交通补助，免费班车，带薪年假，13薪，补充医疗保险，股票期权
资深测试开发工程师,杭州,5,18000,30000,本科,涂鸦智能,互联网,1000-9999人,自动化测试，接口测试，C/C++，RobotFramework,加班补助，定期体检，交通补助，年终奖，员工旅游，每年outing，带薪年假，通讯补贴，股票期权，五险一金，节日福利，每月团建费
测试开发工程师,上海,5,20000,35000,本科,bilibili,互联网,1000-9999人,服务端测试，接口自动化测试,员工旅游，节日福利，包吃，交通补助，全勤奖，通讯补贴，零食下午茶，定期体检，年终奖，五险一金，带薪年假，补充医疗保险，餐补，股票期权
测试开发,上海,4,15000,30000,本科,饿了么,O2O,10000人以上,服务端测试，web端测试，Java，Linux，TestNG，MySQL，IT服务，接口自动化测试,公司团建，餐补，带薪年假，零食下午茶，定期体检，包吃，通讯补贴，年终奖，免费班车，补充医疗保险，交通补助，股票期权，节日福利，员工旅游，五险一金
测试开发,杭州,4,27000,35000,本科,快手,社交网络,10000人以上,自动化测试，接口测试，服务端测试,带薪年假，员工旅游，年终奖，节日福利，餐补，住房补贴，五险一金，包吃，全勤奖，交通补助，股票期权，加班补助，零食下午茶，补充医疗保险，定期体检
测试开发,广州,5,20000,30000,本科,腾讯,互联网,10000人以上,自动化测试，接口自动化测试，移动端测试,带薪年假，五险一金，住房补贴，员工旅游，年终奖，节日福利，零食下午茶，补充医疗保险，定期体检，股票期权，免费班车，餐补，通讯补贴，交通补助
测试开发,北京,5,20000,25000,本科,京东世纪贸易有限公司,互联网,10000人以上,自动化测试，接口测试，web端测试，Java，Python,年终奖，餐补，补充医疗保险，全勤奖，五险一金，定期体检
测试开发,杭州,4,25000,50000,本科,北京字节跳动,移动互联网,10000人以上,自动化测试，测试开发，工程效率,六险一金，年终奖，零食下午茶，包吃，股票期权，节日福利，定期体检，五险一金，加班补助，通讯补贴，住房补贴，带薪年假，补充医疗保险，餐补，交通补助
测试开发经理,北京,4,35000,55000,本科,好未来,互联网,10000人以上,自动化测试，软件测试，接口测试，系统测试，Android,五险一金，带薪年假，年终奖，定期体检，补充医疗保险，商业保险，餐补，节日福利，全勤奖，不定期培训，购房福利
测试开发工程师,上海,3,20000,40000,本科,华为技术有限公司,计算机软件,10000人以上,Java，C/C++，ptyhon,带薪年假，加班补助，定期体检，补充医疗保险，免费班车，五险一金，零食下午茶，节日福利，离职补偿，交通补助，年终奖，餐补，员工旅游
测试开发工程师,成都,1,20000,40000,本科,今日头条,移动互联网,10000人以上,服务端测试，Python,定期体检，交通补助，零食下午茶，补充医疗保险，六险一金，餐补，带薪年假，股票期权，五险一金，年终奖，住房补贴，试用期同薪，加班补助，通讯补贴，节日福利
测试开发专家,杭州,1,20000,30000,本科,淘宝,移动互联网,1000-9999人,性能测试，测试开发，自动化测试,餐补，员工旅游，五险一金，年终奖，免费班车，定期体检，带薪年假，股票期权
测试开发工程师,深圳,4,20000,40000,本科,阿里集团,移动互联网,10000人以上,软件测试，服务端测试，Java,餐补，五险一金，定期体检，加班补助，补充医疗保险，交通补助，通讯补贴，零食下午茶
测试开发专家,深圳,3,40000,70000,本科,华为,计算机软件,10000人以上,HTML，Python，分布式技术，微服务架构，Unix，架构师，计算机软件，大数据,带薪年假，加班补助，交通补助，年终奖，宵夜，定期体检，股票期权，五险一金，免费班车，零食下午茶，补充医疗保险，员工旅游，节日福利
